"Added"|"Art url"|"Audience Rating"|"Collections"|"Content Rating"|"Deleted"|"Duration"|"Extras"|"Extras-behindthescenes"|"Extras-deleted"|"Extras-featurette"|"Extras-interview"|"Extras-scene"|"Extras-sceneOrSample"|"Extras-short"|"Extras-trailer"|"Genre"|"IMDB ID"|"IMDB Link"|"Item Counts"|"Key"|"Labels"|"Last Viewed at"|"Location"|"Locked Fields"|"Original Title"|"Part Duration"|"PMS Metadata Path"|"Poster url"|"Rating"|"Release Date"|"Roles"|"Show Prefs Delete episodes after playing"|"Show Prefs Episode ordering"|"Show Prefs Episode sorting"|"Show Prefs Keep"|"Show Prefs Metadata language"|"Show Prefs Seasons"|"Show Prefs Use original title"|"Show Title"|"Similar"|"Sort title"|"Studio"|"Summary"|"Tagline"|"Title"|"TMDB ID"|"TMDB Link"|"TVDB ID"|"TVDB ID (Legacy)"|"TVDB Language (Legacy)"|"Updated"|"Year"
"2024-04-10 0:56:16"|"/library/metadata/4164/art/1752439027"|"7.5"|"N/A"|"TV-MA"|"N/A"|"01:00:00"|undefined|0|0|0|0|0|0|0|0|"Drama-Mystery-Adventure-Fantasy-Science Fiction-Sci-Fi & Fantasy-Thriller"|"tt13016388"|"https://www.imdb.com/title/tt13016388"|"8"|"4164"|"N/A"|"2025-06-06 22:41:31"|"D:\TV Series\3 Body Problem - Season 1"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\a\843a1bbd2baab0eed4c3e9aa7c7222deb76bb6e.bundle"|"/library/metadata/4164/thumb/1752439027"|"N/A"|"2024-03-21"|"Jovan Adepo-Rosalind Chao-Liam Cunningham-Eiza González-Jess Hong-Marlo Kelly-Alex Sharp-Sea Shimooka-Saamer Usmani-Benedict Wong-Gerard Monaco-Jonathan Pryce-John Dagleish-John Bradley-Zine Tseng-Adrian Edmondson-Hélène Viviès-Stephen Rahman Hughes-Bea Svistunenko-Bilal Hasna-Yu Guming-Vedette Lim-Deng Qiaozhi-Benjamin Jia-Ben Schnetzer-Eve Ridley-Aidan Cheng-CCH Pounder-Lan Xiya-Sun Yan-Yang Hewen-Perry Yung-Li Fengxu-Jeanne Yuan-Steve H. Li-Wang Xuedong-Guy Burnet-Emily Kimball-Stephanie Tarling-James Chu-Tao Deng-Guo Tao-Yin Wang-Tom Wu-Russell Yuen-Lokky Lau-Hon Ping Tang-Ali Noorani-Kevin Eldon-Ami Tredrea-Shalini Peiris-Rhys Bevan-John-Carlotta Banat-Kerena Jagpal-Mark Gatiss-Reece Shearsmith-Conleth Hill-Jenson Cheng-Phil Wang-Adrian Greensmith-Yiet-Ming Fu-Ulrich Brandhoff-Jordan Alexandra-Nitin Ganatra-Shaheen Khan-Aarushi Ganju-Ranika Kaur-Naoko Mori-Avital Lvova-Jason Forbes-Stacy Abalogun-Edmund Kingsley-Stella Englisch-Joe Biden-Rishi Sunak-Maryam Moshiri-Jason Barnett-Em Thane-Hywel Morgan-Lainy Boyle-Jarlan Bogolubov-Lucy Russell-Dustin Demri-Burns-Minaree Jayasena-Sagar Arya-Mitya Savelau-Sarah Malin-Jim Howick-Florence Bell-Hassan Mohammed Taj-Josh Brener-Adam Silver-Lily Newmark-Jose Palma-Bobak Ferdowsi-Richard James-Neale-Clem Cheung-Salem Murphy-Jake Tapper-Abby Phillip"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"Plan B Entertainment"|"During the Chinese Cultural Revolution, a young astrophysicist considered a political dissident is employed at a secret military radio station. Forty years later, a number of scientists all over the world start taking their own lives. A nanotechnology expert starts having visions of an ominous countdown. The key to the mystery might lie in a strange VR game that uses advanced technology."|"N/A"|"3 Body Problem"|"108545"|"https://www.themoviedb.org/tv/108545"|"411959"|"N/A"|"N/A"|"2025-06-14 2:07:07"|"2024"
"2024-09-11 21:54:11"|"/library/metadata/11382/art/1752439031"|"7.5"|"N/A"|"TV-14"|"N/A"|"00:22:00"|undefined|0|0|0|0|0|0|0|0|"Comedy"|"tt0496424"|"https://www.imdb.com/title/tt0496424"|"138"|"11382"|"N/A"|"2025-05-27 20:16:11"|"D:\TV Series\30 rock full"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\6\04fd18905f82d15f79d7f9faa847135dcad727e.bundle"|"/library/metadata/11382/thumb/1752439031"|"N/A"|"2006-10-11"|"Tina Fey-Alec Baldwin-Tracy Morgan-Jane Krakowski-Jack McBrayer-Scott Adsit-Judah Friedlander-Keith Powell-Katrina Bowden-Maulik Pancholy-John Lutz-Kevin Dotcom Brown-Grizz Chapman-Lonny Ross-Sue Galloway-Chris Parnell-Christine J. Noble-Dean Winters-Elizabeth Banks-Rachel Dratch-James Marsden-Jason Sudeikis-Marceline Hugot-Will Forte-Cheyenne Jackson-Sherri Shepherd-Kristen Schaal-Subhas Ramsaywack-Will Arnett-Elaine Stritch-Ken Howard-Hannibal Buress-Teddy Coluca-Rip Torn-Brian Williams-Thomas Roberts-Salma Hayek Pinault-Jon Hamm-Marcella Roy-Julianne Moore-Steve Buscemi-Paula Pell-Seth Kirschner-Stewart Steinberg-Jeff Richmond-Meredith Vieira-Lester Holt-Todd Buonopane-Matt Lauer-John Anderson-Mary Steenburgen-Adriane Lenox-Michael Sheen-Matt Damon-Edie Falco-John McEnroe-Tituss Burgess-Jimmy Fallon-Craig 'Radio Man' Castaldo-Kristin McGee-Tyler Merna-Megan Mullally-Kelsey Grammer-Chloë Grace Moretz-Bobb'e J. Thompson-Alan Alda-Patti LuPone-Billy Bush-Al Roker-Emily Mortimer-Brian Stack-Tom Broecker-Kay Cannon-Dave Finkel-Paula Leggett Chase-Josh Fadem-Margaret Cho-John Mooney-Ali Reza-Donald Glover-Joseph D'Onofrio-Nilaja Sun-Matthew Porter-Steve Higgins-Whoopi Goldberg-Jan Hooks-Will Ferrell-Ann Curry-Susan Sarandon-Anita Gillette-Paul Scheer-Nancy O'Dell-James Rebhorn-Carmen Osbahr-Al Gore-Conan O'Brien-Buck Henry-Isabella Rossellini-Dylan Clark Marshall-Ghostface Killah-Matthew Broderick-Scott Bryce-Denise Richards-Ashley Gerasimovich-Rachel Hamilton-Ben Davis-Justin Smith-Joanna Adler-Steve Earle-Blaine Horton-Brian Berrebbi-Michael Benjamin Washington-Michael Keaton-Jerold E. Solomon-John Riggi-Eric Dysart-Raymond McAnally-Michal Antonov-Henry Boyle-Elijah Isaiah Cook-Johnnie Mae-Matt Dickinson-Tom Treadwell-Fred Armisen-Angela Grovey-Richard Belzer-Jonathan Cohn-Teresa Yenque-Chris Fischer-Richard F. Esposito-Andrew Polk-Maechi Aharanwa-Ice-T-Semar Ghebremichael-Stefanie Grassley-Peter Linz-Guy Bayo-Danielle Flora-Matt Oberg-Jeff Hiller-Joe Forbrich-Jimmy Palumbo-Ephraim Sykes-Alan H. Green-Moya Angela-Andre Ward-Michael Gibson-Erik Jensen-Heidi Armbruster-Russ Armstrong-Chris Barnes-Eric Martin Brown-Tanner Flood-Margaret Anne Florence-Rita Gardner-Benjamin McGowan-Max Jenkins-Andrew Law-Eliyas Qureshi-Hisham Tawfiq-Michael Torpey-Melissa McMeekin-Michael Mosley-Adrienne C. Moore-Jack Burditt-Dante Hoagland-Frosty Lawson-Stuart Zagnit-Jackie Mason-Nathan Lane-Diane Neal-John Slattery-Oprah Winfrey-Charles Robinson-Ajay Naidu-John Lithgow-Rob Reiner-Bill Hader-Kerry Butler-Eion Bailey-Betty White-Cyndi Lauper-Josh Casaubon-James Franco-Phil Rosenthal-Gilbert Gottfried-Padma Lakshmi-Daniel Sunjata-Buzz Aldrin-Jim Carrey-Stephanie March-Jerry Seinfeld-Peter Hermann-Rob Huebel-Tim Conway-Edward Herrmann-Gerrianne Raphael-Maria Thayer-Steve Martin-Harry Anderson"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"Broadway Video"|Liz Lemon, head writer of the sketch-comedy show `TGS with Tracy Jordan`, must deal with an arrogant new boss and a crazy new star while trying to run a successful television show without losing her mind.|"Work can be such a production."|"30 Rock"|"4608"|"https://www.themoviedb.org/tv/4608"|"79488"|"N/A"|"N/A"|"2025-06-14 2:07:11"|"2006"
"2022-02-24 23:57:47"|"/library/metadata/2171/art/1752438990"|"7.7"|"N/A"|"TV-MA"|"N/A"|"00:50:00"|undefined|0|0|0|0|0|0|0|0|"Science Fiction-Drama-Action-Adventure-Sci-Fi & Fantasy-Thriller"|"tt2261227"|"https://www.imdb.com/title/tt2261227"|"10"|"2171"|"N/A"|"2025-04-22 22:31:20"|"D:\TV Series\Altered.Carbon.SEASON.01.S01.COMPLETE.720p.10bit.WEBRip.2CH.x265.HEVC-PSA"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\d\4a47800d1bd10789c1ad67e27a120dc6e47177e.bundle"|"/library/metadata/2171/thumb/1752438990"|"N/A"|"2018-02-02"|"Renée Elise Goldsberry-Chris Conner-Dichen Lachman-Martha Higareda-Ato Essandoh-Joel Kinnaman-James Purefoy-Kristin Lehman-Trieu Tran-Hayley Law-Anthony Mackie-Lela Loren-Simone Missick-Torben Liebrecht-Dina Shihabi-Hiro Kanagawa-Will Yun Lee-Waleed Zuaiter-Antonio Marziale-Marlene Forte-Adam Busch-Zahf Paroo-Fiona Vroom-Tamara Taylor-Orphée Ladouceur-Nguyen-Mitra Suri-Dalias Blake-Skyler Mowatt-James Saito-Nicholas Dohy-Sharon Taylor-Lisa Chandler-Riley Lai Nelet-Morgan Gao-Xander Hall-Cecilia Deacon-Daniel Bernhardt-Oliver Rice-Alika Autran-Stephanie Cleough-Matt Biedel-Andre Tricoteux-Michael Eklund-Byron Mann-Dario de Iaco-Teach Grant-Garfield Wilson-Fraser Aitcheson-Ryan S Williams-Maddie Dixon-Poirier-Katie Stuart-Arnold Pinnock-Chris McNally-Cliff Chamberlain-Francisco Trujillo Avalos-Davidson-Hector Borderas-Enrique Dante Miles Lopez-Victor Zinck, Jr.-Kareem Tristan Alleyne-Kevan Ohtsji-Michael Shanks-Neal McDonough-Marilyn Norry-Orlando Lucas-Sen Mitsuji-David Cubitt-Tahmoh Penikett-Eddie Flake-Mauri Bernstein-Matt Frewer-Michael Adamthwaite-Brett Chan-Yukari Komatsu-Sean Amsing-James R. Baylis-Toby Levins-Nikohl Boosheri-Hannah Rose May-James Rha-Sonia Beeksma-Britt Irvin-Mark Acheson-Andrew Chin-Karen Khunkhun-Heather Doerksen-Mike McLeod-Matt Ellis-Max Boateng-Carl Lumbly-Olga Fonda-Paul Lazenby-Jane Hancock-John Emmet Tracy-Troy Rudolph-Elfina Luk-Glynis Davies-Howie Lai-Kwasi Thomas-Joel Montgrand-Nicole Anthony-Shayn Walker-Cory Chetyrbok-Jay Cardinal Villeneuve-Amitai Marmorstein-Simon Chin-Alyson Bath-Leonie Bennett-Kat Pasion-Jason McKinnon-Tina Grant-Richard Ian Cox-Vern Bevis-Aaron Collett-Jillian Fargey-Vivian Full-Joshua Jorssen-Ken Kramer-David James Lewis-Timothy Perez-Jesse Redmond-Sukh Singh-Sheila Tyson-Nalani Wakita-Celeste Ziegler-Justin Fortier-Guy Christie-Philip Cabrita-Michelle Clarke-Brown-Vanessa Richards-Gaalen Engen-Amro Majzoub-Natascha Schulmeister-Shawn Bordoff-Chris Loubardeas-Naomi Simpson-Lauren Overholt-Kai Bradbury-Demord Dann-Toby Hargrave-Wolfgang Klassen-Michelle Lee-David Will No-Yuichi Saito-Christian Sloan-Bree Woodill-Charles Zuckermann-Melanie Chan-Nada Cosovic-Isabella Farrier-Hesham Hammoud-Juana Lerma Juarez-Chad Krowchuk-David Milchard-Muhumuza Mushega-Jody Racicot-Alex Rockhill-Seth Whittaker-Nyla Alleyne-Asia Au-Yeung-Jesse Downs-Camille Martinez-Anoop Randhawa-Trevor Roberts-Winson Won-Paul Cheng-Hyuma Frankowski-Lillian Lim-Colleen Wheeler-Benjamin Wilkinson-Jojo Ahenkorah-Primo Allon-Chelsea Gill-Darcy Hinds-Yuvraj Kalsi-Veda Maharaj-Eijiro Ozaki-Jessica Garcie-Bruce Blain-Lexi Atkins-Peter Woodward-Alison Araya-Edward Dalmas-Darren Dolynski-Rob Hayter-Courtney Richter-Jihae-Bradley Stryker-Marcus Aurelio-Ian Rozylo-Steve Chang-Craig Haas-Jill Teed-Jason Schombing-Maxime Savaria-Ian Hawes-Kindall Charters-Ray G. Thunderchild-Michael Meneer-Sean Owen Roberts-Mike Wasko"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"Mythology Entertainment"|"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom."|"No body lives forever."|"Altered Carbon"|"68421"|"https://www.themoviedb.org/tv/68421"|"332331"|"N/A"|"N/A"|"2025-06-14 2:06:30"|"2018"
"2025-07-01 18:28:42"|"/library/metadata/20910/art/1754053126"|"8.3"|"N/A"|"TV-14"|"N/A"|"00:40:00"|undefined|0|0|0|0|0|0|0|0|"Action-Adventure-Fantasy-Science Fiction-Drama-Thriller-Sci-Fi & Fantasy"|"tt9253284"|"https://www.imdb.com/title/tt9253284"|"24"|"20910"|"N/A"|"N/A"|"D:\TV Series\Andor S02-D:\TV Series\Star Wars Andor (2022) Season 1 S01 (2160p DSNP WEB-DL x265 HEVC 10bit DDP 5.1 Vyndros)"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\a\30466f2980eb2105b1d297c45141201de697286.bundle"|"/library/metadata/20910/thumb/1754053126"|"N/A"|"2022-09-20"|"Diego Luna-Denise Gough-Stellan Skarsgård-Adria Arjona-Genevieve O'Reilly-Anton Lesser-Muhannad Bhaier-Kyle Soller-Elizabeth Dulau-Faye Marsay-Michael Jenn-Jacob James Beswick-Dave Chapman-Alastair Mackenzie-Robert Emms-Varada Sethu-Joplin Sibtain-Kathryn Hunter-Bronte Carmichael-Lee Ross-Aidan Cook-Ella Pellegrini-Ben Miles-Richard Dillane-Pierro Niel-Mee-Duncan Pow-Rosalind Halstead-Abhin Galeya-Ben Bailey Smith-Alex Lawther-Wilf Scolding-Noof Ousellam-Forest Whitaker-Joshua James-Alex Ferns-Caroline Vanier-Alaïs Lawson-Abraham Wapler-Richard Sammel-Ewens Abid-Alex Skarbek-Théo Costa-Marini-Raymond Anum-Zubin Varla-Victor Perez-Lucy Russell-Cavin Cornwall-Nicholas Moss-Teresa Gotto-Fiona Shaw-Finley Glasgow-Claire Brown-Ben Mendelsohn-Thierry Godard-Alistair Petrie-Antonio Viña-Kieran O'Brien-Neil Bell-Ebon Moss-Bachrach-Gershwyn Eustache Jnr-Sule Rimi-Anton Valensi-Hubert Hanowicz-Kingsley Amadi-Martin Ware-Andy Serkis-Christopher Fairbank-Clemens Schick-Brian Bovell-Tom Reed-Josef Davies-Rasaq Kukoyi-Andy Gathergood-Ben Fox-Michael smith-Fode Simbo-Steve Morphew-Mensah Bediako-Salman Akhtar-Jack Donoghue-Romario Simpson-Jonathan Gunning-Christopher York-Gary Beadle-Pamela Nomvete-James McArdle-Brooke Holmewood-Nuala Peberdy-Jonathan Coy-Suzanne Bertish-Laura Marcus-Jos Slovick-Robin Sebastian-Harry Delano-Freddie Meredith-Anushka Chakravarti-Raphael Roger Levy-Kurt Egyiawan-Stefan Crepon-Benjamin Bratt-Alan Tudyk-Margaret Clunie-Belle Swarc-Luiza Maia-Malini Raman-Middleton-Kamila Abdulhamidova-Oliver Bodur-Kimi Scholz-Ronak Patani-Dawn Sievewright-Alex Austin-Joel Tony-Buengo-Jordan Long-Fraser Ayres-Abraham Popoola-Jake Lampert-Ron Cook-Richard Henderson-Imogen Ross-Nick Blood-Dan Li-Malcolm Sinclair-Alex Blake-Ragevan Vasan-Lucas Bond-Paul McEwan-Josh Herdman-Kenny Fullwood-Elliot Greene-Leonardo Taiwo-Adrian Rawlins-Rupert Vansittart-Matt Dunkley-Sonny Poon Tip-Gloria Obianyo-Chicho Tche-Samiah Khan-Jack Bandeira-David Olaniregun-Dylan Brady-Dylan Blore-Philip Hill-Pearson-Akie Kotabe-Alison Pargeter-Ryan Pope-Alex Waldmann-David Omordia-Alex Jordan-Joe Blakemore-Liam Cook-Sam Gilroy-Benjamin Norris-Robin Berry-Marc Rissmann-Mia Soteriou-Alan Mehdizadeh-Jonjo O'Neill-Jonathan Rhodes-Josie Walker-Tomi May-Taniel Yusef-Derek Arnold-Caoilfhionn Dunne-Bailey Patrick-Jonathan Oldfield-Terique Jarrett-Andrew Brooke-David Stoller-Tim Faraday-Caroline Green-Lee Boardman-Stephen Wight-Latesha Wilson-Peter Bankolé-Ian Whyte-Apple Brook-Luke Nunn-Joel Morris-Rob Compton-Stanley Townsend-David Hayman-Richard Katz-Harry Anton-Michelle Duncan-Alfie Todd-Luke Baker-Chris Ryman-Luke Macgregor-Billy Dunmore-Elliot Baxter-Michael James-Daniel Adeosun-Conor Deane-Michael Akinsulire-Joseph Arkley-Anna Ruben-Richard Lister-Andrew Greaves-Jolyon Coy-Katrina Nare"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"Lucasfilm Ltd."|"In an era filled with danger, deception and intrigue, Cassian Andor will discover the difference he can make in the struggle against the tyrannical Galactic Empire. He embarks on a path that is destined to turn him into a rebel hero."|"The rebellion begins."|"Andor"|"83867"|"https://www.themoviedb.org/tv/83867"|"393189"|"N/A"|"N/A"|"2025-07-01 18:28:46"|"2022"
"2021-03-21 23:04:48"|"/library/metadata/2297/art/1752438991"|"8.5"|"N/A"|"TV-PG"|"N/A"|"00:23:00"|undefined|0|0|0|0|0|0|0|0|"Animation-Drama-Mystery-Action-Adventure-Crime-Family-Science Fiction-Thriller"|"tt0103359"|"https://www.imdb.com/title/tt0103359"|"85"|"2297"|"N/A"|"N/A"|"D:\TV Series\Batman Cartoon Series"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\9\df0524fb2161cb89adc0f7fc667a8c4f59476ff.bundle"|"/library/metadata/2297/thumb/1752438991"|"N/A"|"1992-09-05"|"Kevin Conroy-Efrem Zimbalist Jr.-Bob Hastings-Loren Lester-Mari Devon-Robert Costanzo-Mark Hamill-Richard Moll-John Vernon-Arleen Sorkin-Lloyd Bochner-Brock Peters-Diane Pershing-Adrienne Barbeau-Paul Williams-Ingrid Oliu-Neil Ross-Aron Kincaid-Jeff Bennett-Melissa Gilbert-George Dzundza-Diana Muldaur-David Warner-Ed Asner-Frank Welker-Henry Polic II-Roddy McDowall-William Sanderson-Helen Slater-Marilu Henner-Ron Perlman-Linda Gary-Roger Rose-Kate Mulgrew-Ed Begley Jr.-John Glover-Marc Singer-Mary McDonald-Lewis-Carmen Zapata-Pat Musick-Jim Cummings-Clive Revill-Diane Michelle-Hal Rayle-Matt Landers-Liane Schirmer-Alan Rachins-Murphy Cross-Eugene Roche-Treat Williams-Tim Matheson-René Auberjonois-Michael Ansara-Richard Gautier-Peter Scolari-Greg Burson-George DiCenzo-Julie Brown-Herb Edelman-Tim Curry-Marcelo Tubert-Robert DoQui-Michael York-Harry Hamlin-Leslie Easterbrook-Bruce Timm-Scott Valentine-Brion James-Michael Bell-Thomas F. Wilson-Pat Fraley-Lauri Johnson-Robert Ito-John de Lancie-Barry Gordon-Walter Olkewicz-Charles Howerton-Vernee Watson-Johnson-Joey Simmrin-Kenneth Mars-Dick Miller-Richard Dysart-Earl Boen-Meredith MacRae-Lindsay Crouse-Kevin McCarthy-Denise Marco-Matthew Brooks-Paddi Edwards-Robby Benson-Kimmy Robertson-Paul Dooley-Ray Buktenica-Adam West-John Considine-Matt Frewer-Henry Silva-Bruce Weitz-Bill McKinney-Steve Susskind-Roy Dotrice-Chao-Li Chi-Robert David Hall-John Mariano-Townsend Coleman-Jeff Doucette-Katherine Helmond-Peter Jason-Josh Keaton-Melissa Manchester-Justin Shenkarow-Angel Harper-David L. Lander-Robert Ridgely-Alexander Simmons-Jeffrey Tambor-Lynne Marie Stewart-Micky Dolenz-Brian Stokes Mitchell-Chuck Moshontz-Tom Williams-Adam Carl-Richard Gilliland-Rob Paulsen-William Windom-Heather Locklear-Michael Des Barres-Lorin Dreyfuss-Dorian Harewood-George Murdock-Ian Patrick Williams-Jay Thomas-Steve Bulen-David Haskell-Loretta Swit-Bud Cort-John Rhys-Davies-Gaille Heidemann-Mark L. Taylor-Brian Cummings-Victoria Carroll-Michael Pataki-Buster Jones-Joseph Maher-Takayo Fisher-Ron Taylor-Joe Leahy-Virginia Capers-Denny Dillon-Danny Mann-Seth Green-Brian George-Sal Viscuso-Janet May-Peter Renaday-Gary Frank-Ernie Hudson-Barry Dennen-Chick Vennera-Bever-Leigh Banfield-Steve Franken-Candy Ann Brown-Paul Winfield-Robert Picardo-Maurice LaMarche-Zale Kessler-Vincent Schiavelli-Paul Eiding-Ed Gilbert-Sam McMurray-Danny Wells-Rebecca Gilchrist-Lionel Mark Smith-Haunani Minn-Goh Misawa-Julia Kato-Richard Erdman-Danny Goldman-Michael Gross-Ken Howard-Elisabeth Moss-Chuck Olsen-Jean Smart-Manu Tupou-Joe Piscopo-Bess Armstrong-Nick Savalas-Lynnette Mettey-Robert Clotworthy-LeVar Burton-Rodger Bumpass-Joseph Campanella-Linda Dangcil-Gary Kroeger-Scott McAfee-Megan Mullally-Paul Nakauchi-Christopher Pickering-Peter Strauss-Brad Garrett"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"DC"|"Follows the adventures of billionaire playboy Bruce Wayne who is secretly the vigilante known as Batman, whom with help from various side kicks and allies fights a rouges gallery of criminals and super-villains in Gotham City."|"The Legend Begins"|"Batman: The Animated Series"|"2098"|"https://www.themoviedb.org/tv/2098"|"76168"|"N/A"|"N/A"|"2025-06-14 2:06:31"|"1992"
"2025-07-01 18:36:01"|"/library/metadata/21023/art/1754053564"|"7.7"|"N/A"|"TV-MA"|"N/A"|"00:30:00"|undefined|0|0|0|0|0|0|0|0|"Drama-Comedy"|"tt14403178"|"https://www.imdb.com/title/tt14403178"|"10"|"21023"|"N/A"|"2025-06-20 23:10:42"|"D:\TV Series\BEEF (2023) Season 1 S01 (1080p NF WEB-DL x265 HEVC 10bit EAC3 5.1 Silence)"|"N/A"|"N/A"|"N/A"|"Metadata\TV Shows\f\e86bd3908fb99533339596f19d69bc6467d8bc7.bundle"|"/library/metadata/21023/thumb/1754053564"|"N/A"|"2023-04-06"|"Steven Yeun-Ali Wong-Joseph Lee-Young Mazino-David Choe-Patti Yasutake-Remy Holt-Ashley Park-Maria Bello-Justin H. Min-Andrew Santino-Rek Lee-Gina Lee-Jerry Hanjoo Kim-Alyssa Kim-Andie Ju-Mia Serafino-Eddie Shin-Alexander Jo-Jane Hong-Jason Min-Sylvia Chang-Tim Jo-Bernard White-Kayla Blake-Paul Han-Jesten Mariconda-Dan Pfau-Gabriel Tigerman-Christopher M. Campos-Ben Marcell-Zandy Hartig-Jessica Bishop-Rocco Masihi-Madelyn Skyler-Eva La Dare-Matt Wilder-Darius Karsas-Jin Hyong-Hedy Wong-Lauren Han-Michael DeBartolo-Kang Kim-Kyle Louis-Valentina Garcia-Kelsie Kiana Piini-Brad Lee Wind-Derron Ross-Sophia Bui-Mar Sudac-Kondwani Phiri-Charles Grisham-Nican Robinson-Liana Arauz-Brandon Lee-Ione Skye-Kelvin Han Yee-R.J. O'Young-Cynthy Wu-Peter Breitmayer-Hồng Đào-Miya Cech-Ryan Dizon-Evan M. Chung-Flora Jiwu Hwang-Dan Warner-Sophia Xu-Ian Oh-Damon Standifer-Joe Alvarez-Christian Hendrickson-Jenny Puranen"|ERROR|"Library default"|"N/A"|ERROR|ERROR|ERROR|ERROR|"N/A"|"N/A"|"N/A"|"A24"|"After an incident in a parking lot, road rage ensues resulting in a bitter feud between the two antagonists. The vendetta between them and the lengths they'll go to avenge themselves on the other spirals out of control, jeopardising everything and everyone in their lives."|"One incident, two lives consumed."|"BEEF"|"154385"|"https://www.themoviedb.org/tv/154385"|"399838"|"N/A"|"N/A"|"2025-07-01 18:36:04"|"2023"
