"Added"|"Art url"|"Audience Rating"|"Audio Stream Audio Channel Layout"|"Audio Stream Bit Depth"|"Audio Stream Bitrate"|"Audio Stream Bitrate Mode"|"Audio Stream Channels"|"Audio Stream Codec"|"Audio Stream Codec (Human)"|"Audio Stream Codec ID"|"Audio Stream Default"|"Audio Stream Display Title"|"Audio Stream Duration"|"Audio Stream Index"|"Audio Stream Language"|"Audio Stream Language Code"|"Audio Stream Profile"|"Audio Stream Required Bandwidths"|"Audio Stream Sampling Rate"|"Audio Stream Selected"|"Audio Stream Title"|"Chapter Count"|"Chapter Source"|"Chapter Title"|"Collections"|"Content Rating"|"Country"|"Directors"|"Duration"|"Edition Title"|"Extras"|"Extras-behindthescenes"|"Extras-deleted"|"Extras-featurette"|"Extras-interview"|"Extras-scene"|"Extras-sceneOrSample"|"Extras-short"|"Extras-trailer"|"Genre"|"IMDB ID"|"IMDB ID (Legacy)"|"IMDB Link"|"IMDB Link (Legacy)"|"IMDB Language (Legacy)"|"Key"|"Labels"|"Last Viewed at"|"Locked Fields"|"Media Aspect Ratio"|"Media Audio Channels"|"Media Audio Codec"|"Media Bitrate"|"Media Channel Identifier"|"Media Container"|"Media Duration"|"Media Grab Begins At"|"Media Grab Device"|"Media Grab Partial Recording"|"Media Grab Partial Recording Reason"|"Media Grab Status"|"Media Height"|"Media Id"|"Media Origin"|"Media Title"|"Media Video Codec"|"Media Video FrameRate"|"Media Video Profile"|"Media Video Resolution"|"Media Width"|"Optimized versions"|"Original Title"|"Part Accessible"|"Part Container"|"Part Deep Analysis Version"|"Part Duration"|"Part Exists"|"Part File"|"Part File Combined"|"Part File Path"|"Part has Thumbnail"|"Part Id"|"Part Indexed"|"Part Optimized for Streaming"|"Part Required Bandwidths"|"Part Size"|"Part Size as Bytes"|"Part Video Profile"|"PMS Media Path"|"PMS Metadata Path"|"Poster url"|"Rating"|"Release Date"|"Roles"|"Similar"|"Sort title"|"Studio"|"Subtitle Stream Codec"|"Subtitle Stream Codec ID"|"Subtitle Stream Default"|"Subtitle Stream Forced"|"Subtitle Stream Format"|"Subtitle Stream Header Compression"|"Subtitle Stream Index"|"Subtitle Stream Language"|"Subtitle Stream Language Code"|"Subtitle Stream Required Bandwidths"|"Subtitle Stream Selected"|"Subtitle Stream Title"|"Summary"|"Tagline"|"Title"|"TMDB ID"|"TMDB Link"|"TVDB ID"|"Updated"|"User Rating"|"Video Stream Anamorphic"|"Video Stream Bit Depth"|"Video Stream Bitrate"|"Video Stream Cabac"|"Video Stream Chroma Location"|"Video Stream Chroma Sub Sampling"|"Video Stream Codec"|"Video Stream Codec ID"|"Video Stream Color Primaries"|"Video Stream Color Range"|"Video Stream Color Space"|"Video Stream Color Trc"|"Video Stream Default"|"Video Stream DOVI BL compatible ID"|"Video Stream DOVI BL Present"|"Video Stream DOVI EL Present"|"Video Stream DOVI Level"|"Video Stream DOVI Present"|"Video Stream DOVI Profile"|"Video Stream DOVI RPU Present"|"Video Stream DOVI Version"|"Video Stream Duration"|"Video Stream Frame Rate"|"Video Stream Frame Rate Mode"|"Video Stream Has Scaling Matrix"|"Video Stream Height"|"Video Stream Index"|"Video Stream Language"|"Video Stream Language Code"|"Video Stream Level"|"Video Stream Pixel Aspect Ratio"|"Video Stream Pixel Format"|"Video Stream Profile"|"Video Stream Ref Frames"|"Video Stream Required Bandwidths"|"Video Stream Scan Type"|"Video Stream Stream Identifier"|"Video Stream Title"|"Video Stream Width"|"View Count"|"Writers"|"Year"
"2024-10-09 0:09:32"|"/library/metadata/12630/art/1753738522"|"6.2"|"5.1"|"N/A"|"384"|"N/A"|"6"|"aac"|"AAC 5.1"|"N/A"|"true"|"Unknown (AAC 5.1)"|"N/A"|"1"|"N/A"|"N/A"|"lc"|"384,384,384,384,384,384,384,384"|"48000"|"true"|"N/A"|13|"media"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"N/A"|"R"|"United States of America"|"Nicolai Fuglsig"|"02:09:50"|"N/A"|30|19|0|0|0|0|9|0|2|"Drama-History-War-Action"|"tt1413492"|"N/A"|"https://www.imdb.com/title/tt1413492"|"N/A"|"N/A"|"12630"|"N/A"|"N/A"|"N/A"|"2.35"|"6"|"aac"|"6412"|"N/A"|"mkv"|"02:09:50"|"02:09:50"|"N/A"|"N/A"|"N/A"|"N/A"|"1600"|"18193"|"N/A"|"N/A"|"hevc"|"24p"|"main 10"|"4k"|"3840"|"N/A"|"N/A"|"false"|"mkv"|"6"|"02:09:50"|"false"|"12.Strong.2018.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv"|"D:\Movies\12 Strong (2018) [2160p] [4K] [BluRay] [5.1] [YTS.MX]\12.Strong.2018.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv"|"D:\Movies\12 Strong (2018) [2160p] [4K] [BluRay] [5.1] [YTS.MX]-."|"N/A"|"19938"|"N/A"|"N/A"|"30712,22793,14211,10964,8946,8938,8938,8938"|"5.82 GB"|"6248391885"|"main 10"|"Media\localhost\0\f044152fd3d8162d735c975a563718b0c0c5662.bundle"|"Metadata\Movies\e\b2278d57822ae0ed0d446bf8a68586de01f9942.bundle"|"/library/metadata/12630/thumb/1753738522"|"5"|"2018-01-17"|"Chris Hemsworth-Michael Shannon-Michael Peña-Navid Negahban-Trevante Rhodes-Geoff Stults-Thad Luckinbill-Austin Stowell-Ben O'Toole-Jack Kesy-Fahim Fazli-Austin Hébert-Kenny Sheard-Elsa Pataky-Yousuf Azami-Taylor Sheridan-William Fichtner-Rob Riggle-Yasmine Aker-Marie Wagenman-Kevin Kent-Lauren Chavez-Myers-Seth Adkins-Allison Gabriel-Mustafa Haidari-Shawn Lecrone-Frank Powers-Martin Palmer-Laith Nakli-J. Nathan Simmons-Veronica Díaz-Carranza-Peter Karas-Ali Olomi-Shvan Aladdin-Kenneth Miller-Tim Aydelott-Matthew Van Wettering-James Joseph Pulido-Shawn Sarmeidani-Anouar H. Smaine-Nour Bitar-Edward Butron-Christian Pedersen-Arshia Mandavi-Nate Boyer-Adrian Luna-Benjamin Poe-Perla Daoud-Michael E. Stogner-Lawrence Gilligan-Tommy Truex-Jay Moore-Osama Bin Laden-Sofia Chicorelli Serna-Sarrett Williams"|"N/A"|"N/A"|"Torridon Films"|"pgs"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"2"|"English"|"eng"|"84,84,84,84,84,84,84,84"|"N/A"|"English SDH"|"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban."|"The declassified true story of the horse soldiers"|"12 Strong"|"429351"|"https://www.themoviedb.org/movie/429351"|"610"|"2025-06-29 3:05:22"|"N/A"|"N/A"|"10"|"5993"|"N/A"|"topleft"|"4:2:0"|"hevc"|"N/A"|"bt709"|"tv"|"bt709"|"bt709"|"true"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"23.976"|"N/A"|"N/A"|"1600"|"0"|"N/A"|"N/A"|"150"|"N/A"|"N/A"|"main 10"|"1"|"30329,22409,13753,10505,8538,8538,8538,8538"|"progressive"|"N/A"|"N/A"|"3840"|"N/A"|"Peter Craig-Ted Tally"|"2018"
"2022-02-26 15:39:56"|"/library/metadata/56/art/1752438918"|"8.8"|"7.1-5.1(side)-stereo-stereo"|"24-N/A-N/A-N/A"|"3810-448-192-192"|"N/A-N/A-N/A-N/A"|"8-6-2-2"|"truehd-ac3-ac3-ac3"|"TRUEHD 7.1"|"N/A-N/A-N/A-N/A"|"true-N/A-N/A-N/A"|"English (TRUEHD 7.1)-English (AC3 5.1)-English (AC3 Stereo)-English (AC3 Stereo)"|"N/A-N/A-N/A-N/A"|"1-2-3-4"|"English-English-English-English"|"eng-eng-eng-eng"|"N/A-N/A-N/A-N/A"|"5476,5117,4283,4027,3868,3839,3839,3839-448,448,448,448,448,448,448,448-192,192,192,192,192,192,192,192-192,192,192,192,192,192,192,192"|"48000-48000-48000-48000"|"true-N/A-N/A-N/A"|"TrueHD Atmos 7.1-AC3 5.1-Commentary by Director/Co-Writer Sam Mendes-Commentary by Director of Photography Roger Deakins"|20|"media"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"N/A"|"R"|"India-Spain-United Kingdom-United States of America"|"Sam Mendes"|"01:58:59"|"N/A"|19|11|0|0|0|0|5|0|3|"Drama-War-Action-History-Thriller"|"tt8579674"|"N/A"|"https://www.imdb.com/title/tt8579674"|"N/A"|"N/A"|"56"|"N/A"|"N/A"|"N/A"|"2.35"|"8"|"truehd"|"19825"|"N/A"|"mkv"|"01:58:59"|"01:58:59"|"N/A"|"N/A"|"N/A"|"N/A"|"1600"|"137"|"N/A"|"N/A"|"hevc"|"24p"|"main 10"|"4k"|"3840"|"N/A"|"N/A"|"false"|"mkv"|"6"|"01:58:59"|"false"|"1917.2019.UHD.BluRay.2160p.HDR.TrueHD.Atmos.7.1.HEVC-1917.2019.UHD.BluRay.2160p.HDR.TrueHD.Atmos.7.1.HEVC-DDR[EtHD].mkv"|"D:\Movies\1917.2019.UHD.BluRay.2160p.HDR.TrueHD.Atmos.7.1.HEVC-DDR[EtHD]\1917.2019.UHD.BluRay.2160p.HDR.TrueHD.Atmos.7.1.HEVC-DDR[EtHD].mkv"|"D:\Movies-DDR[EtHD]-."|"N/A"|"8518"|"N/A"|"N/A"|"35022,32603,29229,26420,23935,22290,20781,20781"|"16.51 GB"|"17725004595"|"main 10"|"Media\localhost\0\12adb8a236e7e6188c82b56e5e7168e5f4406b8.bundle"|"Metadata\Movies\0\90156045546082a1db617e8f406cf4ee84791ca.bundle"|"/library/metadata/56/thumb/1752438918"|"8.8"|"2019-12-25"|"George MacKay-Dean-Charles Chapman-Mark Strong-Andrew Scott-Richard Madden-Claire Duburcq-Colin Firth-Benedict Cumberbatch-Daniel Mays-Adrian Scarborough-Chris Walley-Nabhaan Rizwan-Jamie Parker-Tommy French-Paul Tinto-Billy Postlethwaite-Richard McCabe-Justin Edwards-Pip Carter-Andy Apollo-Josef Davies-Gabriel Akuwudike-Spike Leighton-Robert Maaser-Gerran Howell-Adam Hugill-Benjamin Adams-Anson Boon-Kenny Fullwood-Ryan Nolan-Elliot Baxter-Kye Mckee-Ivy-I Macnamara-Merlin Leonhardt-Taddeo Kufus-Jos Slovick-Luke Hornsby-Jack Shalloo-Elliot Edusah-Jacob James Beswick-Michael Jibson-Ian Wilson-Bradley Connor-John Hollingworth-Michael smith-Jonny Lavelle-Michael Rouse-Richard Dempsey-Phil Cheadle-Jonah Russell-Daniel Attwell-Joe Anders-Bogdan Kumšackij-Oliver Simms"|"N/A"|"N/A"|"DreamWorks Pictures"|"pgs-pgs-pgs"|"N/A-N/A-N/A"|"N/A-N/A-N/A"|"N/A-N/A-N/A"|"N/A-N/A-N/A"|"true-true-true"|"5-6-7"|"English-French-Spanish"|"eng-fra-spa"|"53,53,53,53,53,53,53,53-51,51,51,51,51,51,51,51-49,49,49,49,49,49,49,49"|"N/A-N/A-N/A"|"English (SDH)-French-Spanish (Latin American)"|"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap."|"Time is the enemy."|"1917"|"530915"|"https://www.themoviedb.org/movie/530915"|"30526"|"2025-06-14 2:05:18"|"N/A"|"N/A"|"10"|"15115"|"N/A"|"left"|"4:2:0"|"hevc"|"N/A"|"bt2020"|"tv"|"bt2020nc"|"smpte2084"|"true"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"23.976"|"N/A"|"N/A"|"1600"|"0"|"English"|"eng"|"153"|"N/A"|"N/A"|"main 10"|"1"|"29736,27056,23027,20217,17964,17074,16050,16050"|"N/A"|"N/A"|"N/A"|"3840"|"N/A"|"Sam Mendes-Krysty Wilson-Cairns"|"2019"
"2024-04-10 0:52:32"|"/library/metadata/4037/art/1752438980"|"4"|"5.1"|"N/A"|"381"|"N/A"|"6"|"aac"|"AAC 5.1"|"N/A"|"true"|"Unknown (AAC 5.1)"|"N/A"|"1"|"N/A"|"N/A"|"lc"|"383,383,383,383,383,383,383,383"|"48000"|"true"|"N/A"|0|"N/A"|"N/A"|"N/A"|"PG-13"|"Brazil-China-United States of America"|"James Gray"|"02:03:02"|"N/A"|12|3|0|0|0|0|5|0|4|"Thriller-Science Fiction-Drama-Adventure-Mystery"|"tt2935510"|"N/A"|"https://www.imdb.com/title/tt2935510"|"N/A"|"N/A"|"4037"|"N/A"|"2025-04-19 1:34:01"|"N/A"|"2.35"|"6"|"aac"|"13221"|"N/A"|"mkv"|"02:03:02"|"02:03:02"|"N/A"|"N/A"|"N/A"|"N/A"|"1608"|"8092"|"N/A"|"N/A"|"hevc"|"24p"|"main 10"|"4k"|"3840"|"N/A"|"N/A"|"false"|"mkv"|"6"|"02:03:02"|"false"|"Ad.Astra.2019.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv"|"D:\Movies\Ad Astra (2019) [2160p] [4K] [BluRay] [5.1] [YTS.MX]\Ad.Astra.2019.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv"|"D:\Movies\Ad Astra (2019) [2160p] [4K] [BluRay] [5.1] [YTS.MX]-."|"N/A"|"8106"|"N/A"|"N/A"|"47644,34475,31242,29244,27670,26485,21200,16833"|"11.37 GB"|"12205238023"|"main 10"|"Media\localhost\b\65208afdb99e0926cde63525b8ac7a5026d7249.bundle"|"Metadata\Movies\b\d0a42a77d4319f8bdcd023eeba54a855fa2a029.bundle"|"/library/metadata/4037/thumb/1752438980"|"8.3"|"2019-09-18"|"Brad Pitt-Tommy Lee Jones-Ruth Negga-John Ortiz-Liv Tyler-Donald Sutherland-Greg Bryk-Loren Dean-Kimberly Elise-John Finn-LisaGay Hamilton-Donnie Keshawarz-Bobby Nish-Sean Blakemore-Freda Foh Shen-Kayla Adams-Ravi Kapoor-Elisa Perry-Daniel Sauli-Kimmy Shields-Kunal Dudheker-Alyson Reed-Sasha Compère-Justin Dray-Alexandria Rousset-Natasha Lyonne-Zoro Saro Manuel Daghlian-Jacob Sandler-Elizabeth Willaman-Robert J. Yowell-Nicholas Walker-Amanda Tudesco-Lisa Shows-Brynn Route-Valeri Ross-Rochelle Rose-Eloy Perez-Melvin Payne Jr.-Jean-Pierre Mouzon-Jen Morillo-Noelle Messier-Anne McDaniels-Kento Matsunami-Mallory Low-Sheila M. Lockhart-Donna Lee-Halszka Kuza-Matthew Jones-Bayani Ison-Danny Hamouie-Georgia James Gray-Eleanor Goodall-Luis Richard Gomez-Eliza Gerontakis-Vivian Fleming-Alvarez-Lorell Bird Dorfman-Lawrence Dex-Bayardo De Murguia-Rodney Damon Collins"|"N/A"|"N/A"|"New Regency Productions"|"srt-srt-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs-pgs"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"true-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19"|"English-English-English-Czech-Danish-Dutch-Finnish-French-German-Hungarian-Italian-Japanese-Korean-Norwegian-Polish-Spanish-Spanish-Swedish"|"eng-eng-eng-ces-dan-nld-fin-fra-deu-hun-ita-jpn-kor-nor-pol-spa-spa-swe"|"1,1,1,1,1,1,1,1-1,1,1,1,1,1,1,1-55,55,55,55,55,55,55,55-46,46,46,46,46,46,46,46-39,39,39,39,39,39,39,39-44,44,44,44,44,44,44,44-45,45,45,45,45,45,45,45-46,46,46,46,46,46,46,46-46,46,46,46,46,46,46,46-46,46,46,46,46,46,46,46-51,51,51,51,51,51,51,51-31,31,31,31,31,31,31,31-29,29,29,29,29,29,29,29-50,50,50,50,50,50,50,50-57,57,57,57,57,57,57,57-46,46,46,46,46,46,46,46-52,52,52,52,52,52,52,52-51,51,51,51,51,51,51,51"|"N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A-N/A"|"English-SRT-English-SDH-SRT-English-PGS-Czech-PGS-Danish-PGS-Dutch-PGS-Finnish-PGS-French-PGS-German-PGS-Hungarian-PGS-Italian-PGS-Japanese-PGS-Korean-PGS-Norwegian-PGS-Polish-PGS-Spanish-PGS-Spanish-PGS-Swedish-PGS"|"Astronaut Roy McBride (Brad Pitt) travels to the outer edges of the solar system to find his missing father and unravel a mystery that threatens the survival of our planet. His journey will uncover secrets that challenge the nature of human existence and our place in the cosmos."|"The answers we seek are just outside our reach."|"Ad Astra"|"419704"|"https://www.themoviedb.org/movie/419704"|"9229"|"2025-06-14 2:06:20"|"N/A"|"N/A"|"10"|"12454"|"N/A"|"left"|"4:2:0"|"hevc"|"N/A"|"N/A"|"tv"|"N/A"|"N/A"|"true"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"23.976"|"N/A"|"N/A"|"1608"|"0"|"N/A"|"N/A"|"150"|"N/A"|"N/A"|"main 10"|"1"|"47261,33517,30562,28664,26978,25762,20510,15934"|"N/A"|"N/A"|"N/A"|"3840"|"1"|"James Gray-Ethan Gross-Charlie Kaufman"|"2019"
"2022-06-24 22:22:24"|"/library/metadata/1161/art/1709648114"|"N/A"|"stereo"|"N/A"|"128"|"N/A"|"2"|"aac"|"AAC Stereo"|"N/A"|"true"|"Unknown (AAC Stereo)"|"N/A"|"1"|"N/A"|"N/A"|"lc"|"129,129,129,129,129,129,129,129"|"44100"|"true"|"N/A"|0|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"02:25:22"|"N/A"|0|0|0|0|0|0|0|0|0|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"1161"|"N/A"|"N/A"|"N/A"|"1.78"|"2"|"aac"|"838"|"N/A"|"mp4"|"02:25:22"|"02:25:22"|"N/A"|"N/A"|"N/A"|"N/A"|"720"|"2980"|"N/A"|"N/A"|"h264"|"PAL"|"main"|"720"|"1280"|"N/A"|"N/A"|"false"|"mp4"|"6"|"02:25:22"|"false"|"Aha Naa Pellanta Movie Full HD   Rajendra Prasad   Brahmanandam   Kota Srinivasa Rao.mp4"|"D:\Movies\old telugu movies\Aha Naa Pellanta Movie Full HD   Rajendra Prasad   Brahmanandam   Kota Srinivasa Rao.mp4"|"D:\Movies\old telugu movies"|"N/A"|"8466"|"N/A"|"false"|"1372,1221,941,883,869,869,869,869"|"877.53 MB"|"920157487"|"main"|"Media\localhost\b\53c1677b4c678664268f5ffb2da82bd6106b77c.bundle"|"Metadata\Movies\b\87d06122c7efab3db89f25b2b46e9c891f3551d.bundle"|"/library/metadata/1161/thumb/1709648114"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"Aha Naa Pellanta Movie Full HD Rajendra Prasad Brahmanandam Kota Srinivasa Rao"|"N/A"|"N/A"|"N/A"|"2024-02-05 19:45:14"|"N/A"|"N/A"|"8"|"710"|"N/A"|"left"|"4:2:0"|"h264"|"N/A"|"bt709"|"tv"|"bt709"|"bt709"|"true"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"25"|"N/A"|"false"|"720"|"0"|"N/A"|"N/A"|"31"|"N/A"|"N/A"|"main"|"3"|"1244,1093,813,755,741,741,741,741"|"progressive"|"1"|"N/A"|"1280"|"N/A"|"N/A"|"N/A"
"2022-02-25 0:08:59"|"/library/metadata/2/art/1753830382"|"7.2"|"5.1(side)-5.1(side)-5.1-stereo-5.1"|"N/A-N/A-N/A-N/A-N/A"|"447-192-189-192-223"|"N/A-N/A-N/A-N/A-N/A"|"6-6-6-2-6"|"eac3-eac3-aac-aac-aac"|"EAC3 5.1"|"N/A-N/A-N/A-N/A-N/A"|"true-N/A-true-N/A-N/A"|"Telugu (EAC3 5.1)-Kannada (EAC3 5.1)-Hindi (AAC 5.1)-Tamil (AAC Stereo)-Malayalam (AAC 5.1)"|"N/A-N/A-N/A-N/A-N/A"|"1-2-3-4-5"|"Telugu-Kannada-Hindi-Tamil-Malayalam"|"tel-kan-hin-tam-mal"|"N/A-N/A-N/A-lc-N/A"|"448,448,448,448,448,448,448,448-192,192,192,192,192,192,192,192-190,190,190,190,190,190,190,190-193,193,193,193,193,193,193,193-225,225,225,225,225,225,225,225"|"48000-48000-48000-48000-48000"|"true-N/A-N/A-N/A-N/A"|"D.Atmos @ 448Kbps-DDP5.1 @ 192Kbps-AAC2.0 @ 192Kbps-AAC5.1 @ 192Kbps-AAC5.1 @ 224Kbps"|0|"N/A"|"N/A"|"N/A"|"TV-PG"|"India"|"Trivikram Srinivas"|"02:42:46"|"N/A"|1|0|0|0|0|0|0|0|1|"Drama-Action-Comedy-Romance"|"tt9537292"|"N/A"|"https://www.imdb.com/title/tt9537292"|"N/A"|"N/A"|"2"|"N/A"|"2024-04-10 4:40:16"|"N/A"|"2.35"|"6"|"eac3"|"7967"|"N/A"|"mkv"|"02:42:46"|"02:42:46"|"N/A"|"N/A"|"N/A"|"N/A"|"1632"|"2"|"N/A"|"N/A"|"hevc"|"24p"|"main 10"|"4k"|"3840"|"N/A"|"అల వైకుంఠపురములో"|"false"|"mkv"|"6"|"02:42:46"|"false"|"Ala Vaikunthapurramuloo (2020) [Tel-Kan-Hin-Tam-Mal]-2160p-SDR-4K-10Bit-HQ-HEVC-By-DCR.mkv"|"D:\Movies\Ala Vaikunthapurramuloo (2020) [Tel-Kan-Hin-Tam-Mal]-2160p-SDR-4K-10Bit-HQ-HEVC-By-DCR.mkv"|"D:\Movies-.-.-.-.-.-.-.-.-.-.-.-."|"1"|"8074"|"N/A"|"N/A"|"22074,16839,14080,13089,12142,11210,8643,8643"|"9.07 GB"|"9734457199"|"main 10"|"Media\localhost\9\48b1eb323e59e6a824c561e945c63865b767a39.bundle"|"Metadata\Movies\9\f4f9e696c465902d93fe4fc539a4ad2246e66c8.bundle"|"/library/metadata/2/thumb/1753830382"|"10"|"2020-01-10"|"Allu Arjun-Pooja Hegde-Murali Sharma-Jayaram-Sushanth-Nivetha Pethuraj-Samuthirakani-Tabu-Navdeep-Sunil Varma-Rajendra Prasad-Rahul Ramakrishna-Brahmaji-Harshavardhan-Sachin Khedekar-Vennela Kishore-Brahmanandam-Ajay-Tanikella Bharani-Rohini-Govind Padmasoorya-Chammak Chandra-Vaishnavi Chaitanya-Tarzan-Pammi Sai-Ananth Babu-Kalyani Natarajan-Sirisha Sougandh-Hyper Adhi-Easwari Rao-Iftekhar Shahriar Moyen"|"N/A"|"N/A"|"Geetha Arts"|"none-srt"|"N/A-N/A"|"true-N/A"|"N/A-N/A"|"N/A-N/A"|"N/A-N/A"|"6-7"|"English-English"|"eng-eng"|"1,1,1,1,1,1,1,1-1,1,1,1,1,1,1,1"|"N/A-N/A"|"VTT-SRT"|"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son."|"N/A"|"Ala Vaikunthapurramuloo"|"628241"|"https://www.themoviedb.org/movie/628241"|"132345"|"2025-06-30 4:36:22"|"N/A"|"N/A"|"10"|"6725"|"N/A"|"left"|"4:2:0"|"hevc"|"N/A"|"bt709"|"tv"|"bt709"|"bt709"|"true"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"N/A"|"24"|"N/A"|"N/A"|"1632"|"0"|"N/A"|"N/A"|"150"|"N/A"|"N/A"|"main 10"|"1"|"20828,15592,12834,11843,10895,9964,7400,7400"|"N/A"|"N/A"|"2160p-SDR-4K-10Bit-HQ-HEVC"|"3840"|"N/A"|"Trivikram Srinivas-Chaitanya Krishna-Ramajogayya Sastry-Sirivennela Seetharama Sastry"|"2020"
